,year,intent,police,sex,age,race
94926,2014,Suicide,0,Male,35to64,Black
95062,2014,Suicide,0,Male,35to64,Black
95064,2014,Suicide,0,Male,35to64,Black
95124,2014,Suicide,0,Male,35to64,Black
95183,2014,Suicide,0,Male,35to64,Black
95311,2014,Suicide,0,Male,35to64,Black
95435,2014,Suicide,0,Male,35to64,Black
95575,2014,Suicide,0,Male,35to64,Black
95591,2014,Suicide,0,Male,35to64,Black
95659,2014,Suicide,0,Male,35to64,Black
95671,2014,Suicide,0,Male,35to64,Black
95729,2014,Suicide,0,Male,35to64,Black
95774,2014,Suicide,0,Male,35to64,Black
95791,2014,Suicide,0,Male,35to64,Black
95797,2014,Suicide,0,Male,35to64,Black
95944,2014,Suicide,0,Male,35to64,Black
96040,2014,Suicide,0,Male,35to64,Black
96046,2014,Suicide,0,Male,35to64,Black
96124,2014,Suicide,0,Male,35to64,Black
96159,2014,Suicide,0,Male,35to64,Black
96300,2014,Suicide,0,Male,35to64,Black
96321,2014,Suicide,0,Male,35to64,Black
96378,2014,Suicide,0,Male,35to64,Black
96494,2014,Suicide,0,Male,35to64,Black
96529,2014,Suicide,0,Male,35to64,Black
96565,2014,Suicide,0,Male,35to64,Black
96572,2014,Suicide,0,Male,35to64,Black
96591,2014,Suicide,0,Male,35to64,Black
96717,2014,Suicide,0,Male,35to64,Black
96917,2014,Suicide,0,Male,35to64,Black
96925,2014,Suicide,0,Male,35to64,Black
96969,2014,Suicide,0,Male,35to64,Black
96973,2014,Suicide,0,Male,35to64,Black
97097,2014,Suicide,0,Male,35to64,Black
97279,2014,Suicide,0,Male,35to64,Black
97581,2014,Suicide,0,Male,35to64,Black
97582,2014,Suicide,0,Male,35to64,Black
97685,2014,Suicide,0,Male,35to64,Black
97694,2014,Suicide,0,Male,35to64,Black
98040,2014,Suicide,0,Male,35to64,Black
98067,2014,Suicide,0,Male,35to64,Black
98069,2014,Suicide,0,Male,35to64,Black
98130,2014,Suicide,0,Male,35to64,Black
98159,2014,Suicide,0,Male,35to64,Black
98270,2014,Suicide,0,Male,35to64,Black
98321,2014,Suicide,0,Male,35to64,Black
98358,2014,Suicide,0,Male,35to64,Black
98490,2014,Suicide,0,Male,35to64,Black
98505,2014,Suicide,0,Male,35to64,Black
98516,2014,Suicide,0,Male,35to64,Black
98530,2014,Suicide,0,Male,35to64,Black
98559,2014,Suicide,0,Male,35to64,Black
98574,2014,Suicide,0,Male,35to64,Black
98626,2014,Suicide,0,Male,35to64,Black
98803,2014,Suicide,0,Male,35to64,Black
98852,2014,Suicide,0,Male,35to64,Black
98906,2014,Suicide,0,Male,35to64,Black
98913,2014,Suicide,0,Male,35to64,Black
99058,2014,Suicide,0,Male,35to64,Black
99240,2014,Suicide,0,Male,35to64,Black
99401,2014,Suicide,0,Male,35to64,Black
99446,2014,Suicide,0,Male,35to64,Black
99787,2014,Suicide,0,Male,35to64,Black
99825,2014,Suicide,0,Male,35to64,Black
100079,2014,Suicide,0,Male,35to64,Black
100135,2014,Suicide,0,Male,35to64,Black
100563,2014,Suicide,0,Male,35to64,Black
100578,2014,Suicide,0,Male,35to64,Black
100604,2014,Suicide,0,Male,35to64,Black
100618,2014,Suicide,0,Male,35to64,Black
100655,2014,Suicide,0,Male,35to64,Black
100756,2014,Suicide,0,Male,35to64,Black
67240,2014,Suicide,0,Male,35to64,Hispanic
67396,2014,Suicide,0,Male,35to64,Hispanic
67585,2014,Suicide,0,Male,35to64,Hispanic
67643,2014,Suicide,0,Male,35to64,Hispanic
67669,2014,Suicide,0,Male,35to64,Hispanic
68273,2014,Suicide,0,Male,35to64,Hispanic
68478,2014,Suicide,0,Male,35to64,Hispanic
68669,2014,Suicide,0,Male,35to64,Hispanic
68677,2014,Suicide,0,Male,35to64,Hispanic
68686,2014,Suicide,0,Male,35to64,Hispanic
68697,2014,Suicide,0,Male,35to64,Hispanic
68827,2014,Suicide,0,Male,35to64,Hispanic
68903,2014,Suicide,0,Male,35to64,Hispanic
68976,2014,Suicide,0,Male,35to64,Hispanic
68977,2014,Suicide,0,Male,35to64,Hispanic
68983,2014,Suicide,0,Male,35to64,Hispanic
69005,2014,Suicide,0,Male,35to64,Hispanic
69072,2014,Suicide,0,Male,35to64,Hispanic
69130,2014,Suicide,0,Male,35to64,Hispanic
69149,2014,Suicide,0,Male,35to64,Hispanic
69182,2014,Suicide,0,Male,35to64,Hispanic
69192,2014,Suicide,0,Male,35to64,Hispanic
69193,2014,Suicide,0,Male,35to64,Hispanic
69211,2014,Suicide,0,Male,35to64,Hispanic
69268,2014,Suicide,0,Male,35to64,Hispanic
69300,2014,Suicide,0,Male,35to64,Hispanic
69301,2014,Suicide,0,Male,35to64,Hispanic
69319,2014,Suicide,0,Male,35to64,Hispanic
69340,2014,Suicide,0,Male,35to64,Hispanic
69359,2014,Suicide,0,Male,35to64,Hispanic
69424,2014,Suicide,0,Male,35to64,Hispanic
69534,2014,Suicide,0,Male,35to64,Hispanic
69778,2014,Suicide,0,Male,35to64,Hispanic
69806,2014,Suicide,0,Male,35to64,Hispanic
69861,2014,Suicide,0,Male,35to64,Hispanic
69876,2014,Suicide,0,Male,35to64,Hispanic
69884,2014,Suicide,0,Male,35to64,Hispanic
69949,2014,Suicide,0,Male,35to64,Hispanic
69982,2014,Suicide,0,Male,35to64,Hispanic
69992,2014,Suicide,0,Male,35to64,Hispanic
69993,2014,Suicide,0,Male,35to64,Hispanic
70050,2014,Suicide,0,Male,35to64,Hispanic
70119,2014,Suicide,0,Male,35to64,Hispanic
70124,2014,Suicide,0,Male,35to64,Hispanic
70198,2014,Suicide,0,Male,35to64,Hispanic
70227,2014,Suicide,0,Male,35to64,Hispanic
70309,2014,Suicide,0,Male,35to64,Hispanic
70360,2014,Suicide,0,Male,35to64,Hispanic
70365,2014,Suicide,0,Male,35to64,Hispanic
70372,2014,Suicide,0,Male,35to64,Hispanic
70401,2014,Suicide,0,Male,35to64,Hispanic
70410,2014,Suicide,0,Male,35to64,Hispanic
70422,2014,Suicide,0,Male,35to64,Hispanic
70430,2014,Suicide,0,Male,35to64,Hispanic
70483,2014,Suicide,0,Male,35to64,Hispanic
70497,2014,Suicide,0,Male,35to64,Hispanic
70567,2014,Suicide,0,Male,35to64,Hispanic
70658,2014,Suicide,0,Male,35to64,Hispanic
70775,2014,Suicide,0,Male,35to64,Hispanic
70776,2014,Suicide,0,Male,35to64,Hispanic
70808,2014,Suicide,0,Male,35to64,Hispanic
70810,2014,Suicide,0,Male,35to64,Hispanic
70824,2014,Suicide,0,Male,35to64,Hispanic
70930,2014,Suicide,0,Male,35to64,Hispanic
70961,2014,Suicide,0,Male,35to64,Hispanic
71045,2014,Suicide,0,Male,35to64,Hispanic
71053,2014,Suicide,0,Male,35to64,Hispanic
71074,2014,Suicide,0,Male,35to64,Hispanic
71148,2014,Suicide,0,Male,35to64,Hispanic
71219,2014,Suicide,0,Male,35to64,Hispanic
71238,2014,Suicide,0,Male,35to64,Hispanic
71250,2014,Suicide,0,Male,35to64,Hispanic
71278,2014,Suicide,0,Male,35to64,Hispanic
71286,2014,Suicide,0,Male,35to64,Hispanic
71304,2014,Suicide,0,Male,35to64,Hispanic
71314,2014,Suicide,0,Male,35to64,Hispanic
71355,2014,Suicide,0,Male,35to64,Hispanic
71457,2014,Suicide,0,Male,35to64,Hispanic
71478,2014,Suicide,0,Male,35to64,Hispanic
71517,2014,Suicide,0,Male,35to64,Hispanic
71520,2014,Suicide,0,Male,35to64,Hispanic
71563,2014,Suicide,0,Male,35to64,Hispanic
71653,2014,Suicide,0,Male,35to64,Hispanic
71738,2014,Suicide,0,Male,35to64,Hispanic
71751,2014,Suicide,0,Male,35to64,Hispanic
71810,2014,Suicide,0,Male,35to64,Hispanic
71820,2014,Suicide,0,Male,35to64,Hispanic
71824,2014,Suicide,0,Male,35to64,Hispanic
71829,2014,Suicide,0,Male,35to64,Hispanic
71853,2014,Suicide,0,Male,35to64,Hispanic
71969,2014,Suicide,0,Male,35to64,Hispanic
72061,2014,Suicide,0,Male,35to64,Hispanic
72063,2014,Suicide,0,Male,35to64,Hispanic
72064,2014,Suicide,0,Male,35to64,Hispanic
72100,2014,Suicide,0,Male,35to64,Hispanic
72102,2014,Suicide,0,Male,35to64,Hispanic
72127,2014,Suicide,0,Male,35to64,Hispanic
72147,2014,Suicide,0,Male,35to64,Hispanic
72214,2014,Suicide,0,Male,35to64,Hispanic
72237,2014,Suicide,0,Male,35to64,Hispanic
72250,2014,Suicide,0,Male,35to64,Hispanic
72253,2014,Suicide,0,Male,35to64,Hispanic
72275,2014,Suicide,0,Male,35to64,Hispanic
72306,2014,Suicide,0,Male,35to64,Hispanic
72328,2014,Suicide,0,Male,35to64,Hispanic
72329,2014,Suicide,0,Male,35to64,Hispanic
72338,2014,Suicide,0,Male,35to64,Hispanic
72360,2014,Suicide,0,Male,35to64,Hispanic
72387,2014,Suicide,0,Male,35to64,Hispanic
72390,2014,Suicide,0,Male,35to64,Hispanic
72410,2014,Suicide,0,Male,35to64,Hispanic
72484,2014,Suicide,0,Male,35to64,Hispanic
72525,2014,Suicide,0,Male,35to64,Hispanic
72558,2014,Suicide,0,Male,35to64,Hispanic
72586,2014,Suicide,0,Male,35to64,Hispanic
72597,2014,Suicide,0,Male,35to64,Hispanic
72610,2014,Suicide,0,Male,35to64,Hispanic
72652,2014,Suicide,0,Male,35to64,Hispanic
72660,2014,Suicide,0,Male,35to64,Hispanic
72686,2014,Suicide,0,Male,35to64,Hispanic
72715,2014,Suicide,0,Male,35to64,Hispanic
72719,2014,Suicide,0,Male,35to64,Hispanic
72803,2014,Suicide,0,Male,35to64,Hispanic
72883,2014,Suicide,0,Male,35to64,Hispanic
72970,2014,Suicide,0,Male,35to64,Hispanic
72971,2014,Suicide,0,Male,35to64,Hispanic
73055,2014,Suicide,0,Male,35to64,Hispanic
73084,2014,Suicide,0,Male,35to64,Hispanic
73248,2014,Suicide,0,Male,35to64,Hispanic
73292,2014,Suicide,0,Male,35to64,Hispanic
73552,2014,Suicide,0,Male,35to64,Hispanic
73554,2014,Suicide,0,Male,35to64,Hispanic
73607,2014,Suicide,0,Male,35to64,Hispanic
73645,2014,Suicide,0,Male,35to64,Hispanic
73672,2014,Suicide,0,Male,35to64,Hispanic
73716,2014,Suicide,0,Male,35to64,Hispanic
73719,2014,Suicide,0,Male,35to64,Hispanic
73768,2014,Suicide,0,Male,35to64,Hispanic
73785,2014,Suicide,0,Male,35to64,Hispanic
73806,2014,Suicide,0,Male,35to64,Hispanic
73848,2014,Suicide,0,Male,35to64,Hispanic
73859,2014,Suicide,0,Male,35to64,Hispanic
73861,2014,Suicide,0,Male,35to64,Hispanic
73877,2014,Suicide,0,Male,35to64,Hispanic
73905,2014,Suicide,0,Male,35to64,Hispanic
73908,2014,Suicide,0,Male,35to64,Hispanic
73914,2014,Suicide,0,Male,35to64,Hispanic
73997,2014,Suicide,0,Male,35to64,Hispanic
74026,2014,Suicide,0,Male,35to64,Hispanic
74072,2014,Suicide,0,Male,35to64,Hispanic
74101,2014,Suicide,0,Male,35to64,Hispanic
74105,2014,Suicide,0,Male,35to64,Hispanic
74207,2014,Suicide,0,Male,35to64,Hispanic
74223,2014,Suicide,0,Male,35to64,Hispanic
74233,2014,Suicide,0,Male,35to64,Hispanic
74236,2014,Suicide,0,Male,35to64,Hispanic
74311,2014,Suicide,0,Male,35to64,Hispanic
74326,2014,Suicide,0,Male,35to64,Hispanic
74350,2014,Suicide,0,Male,35to64,Hispanic
74359,2014,Suicide,0,Male,35to64,Hispanic
74381,2014,Suicide,0,Male,35to64,Hispanic
74446,2014,Suicide,0,Male,35to64,Hispanic
74548,2014,Suicide,0,Male,35to64,Hispanic
74573,2014,Suicide,0,Male,35to64,Hispanic
74633,2014,Suicide,0,Male,35to64,Hispanic
74661,2014,Suicide,0,Male,35to64,Hispanic
74667,2014,Suicide,0,Male,35to64,Hispanic
74705,2014,Suicide,0,Male,35to64,Hispanic
74726,2014,Suicide,0,Male,35to64,Hispanic
74759,2014,Suicide,0,Male,35to64,Hispanic
74787,2014,Suicide,0,Male,35to64,Hispanic
74790,2014,Suicide,0,Male,35to64,Hispanic
74845,2014,Suicide,0,Male,35to64,Hispanic
74873,2014,Suicide,0,Male,35to64,Hispanic
74886,2014,Suicide,0,Male,35to64,Hispanic
74947,2014,Suicide,0,Male,35to64,Hispanic
74970,2014,Suicide,0,Male,35to64,Hispanic
74971,2014,Suicide,0,Male,35to64,Hispanic
74997,2014,Suicide,0,Male,35to64,Hispanic
75052,2014,Suicide,0,Male,35to64,Hispanic
75080,2014,Suicide,0,Male,35to64,Hispanic
75128,2014,Suicide,0,Male,35to64,Hispanic
75167,2014,Suicide,0,Male,35to64,Hispanic
75173,2014,Suicide,0,Male,35to64,Hispanic
75235,2014,Suicide,0,Male,35to64,Hispanic
75256,2014,Suicide,0,Male,35to64,Hispanic
75283,2014,Suicide,0,Male,35to64,Hispanic
75395,2014,Suicide,0,Male,35to64,Hispanic
75406,2014,Suicide,0,Male,35to64,Hispanic
75407,2014,Suicide,0,Male,35to64,Hispanic
75431,2014,Suicide,0,Male,35to64,Hispanic
75450,2014,Suicide,0,Male,35to64,Hispanic
75452,2014,Suicide,0,Male,35to64,Hispanic
75497,2014,Suicide,0,Male,35to64,Hispanic
75501,2014,Suicide,0,Male,35to64,Hispanic
75503,2014,Suicide,0,Male,35to64,Hispanic
75509,2014,Suicide,0,Male,35to64,Hispanic
75523,2014,Suicide,0,Male,35to64,Hispanic
75532,2014,Suicide,0,Male,35to64,Hispanic
75587,2014,Suicide,0,Male,35to64,Hispanic
75601,2014,Suicide,0,Male,35to64,Hispanic
75627,2014,Suicide,0,Male,35to64,Hispanic
75649,2014,Suicide,0,Male,35to64,Hispanic
75793,2014,Suicide,0,Male,35to64,Hispanic
75811,2014,Suicide,0,Male,35to64,Hispanic
75840,2014,Suicide,0,Male,35to64,Hispanic
75898,2014,Suicide,0,Male,35to64,Hispanic
76044,2014,Suicide,0,Male,35to64,Hispanic
76217,2014,Suicide,0,Male,35to64,Hispanic
76325,2014,Suicide,0,Male,35to64,Hispanic
76571,2014,Suicide,0,Male,35to64,Hispanic
76583,2014,Suicide,0,Male,35to64,Hispanic
77367,2014,Suicide,0,Male,35to64,Hispanic
77829,2014,Suicide,0,Male,35to64,Hispanic
77906,2014,Suicide,0,Male,35to64,Hispanic
78015,2014,Suicide,0,Male,35to64,Hispanic
78102,2014,Suicide,0,Male,35to64,Hispanic
78184,2014,Suicide,0,Male,35to64,Hispanic
78463,2014,Suicide,0,Male,35to64,Hispanic
78471,2014,Suicide,0,Male,35to64,Hispanic
78500,2014,Suicide,0,Male,35to64,Hispanic
78551,2014,Suicide,0,Male,35to64,Hispanic
78581,2014,Suicide,0,Male,35to64,Hispanic
78722,2014,Suicide,0,Male,35to64,Hispanic
79236,2014,Suicide,0,Male,35to64,Hispanic
79460,2014,Suicide,0,Male,35to64,Hispanic
80338,2014,Suicide,0,Male,35to64,Hispanic
80791,2014,Suicide,0,Male,35to64,Hispanic
80883,2014,Suicide,0,Male,35to64,Hispanic
80954,2014,Suicide,0,Male,35to64,Hispanic
81109,2014,Suicide,0,Male,35to64,Hispanic
81547,2014,Suicide,0,Male,35to64,Hispanic
81716,2014,Suicide,0,Male,35to64,Hispanic
81741,2014,Suicide,0,Male,35to64,Hispanic
81748,2014,Suicide,0,Male,35to64,Hispanic
81793,2014,Suicide,0,Male,35to64,Hispanic
81878,2014,Suicide,0,Male,35to64,Hispanic
81905,2014,Suicide,0,Male,35to64,Hispanic
82612,2014,Suicide,0,Male,35to64,Hispanic
82842,2014,Suicide,0,Male,35to64,Hispanic
83674,2014,Suicide,0,Male,35to64,Hispanic
83718,2014,Suicide,0,Male,35to64,Hispanic
84197,2014,Suicide,0,Male,35to64,Hispanic
85023,2014,Suicide,0,Male,35to64,Hispanic
85478,2014,Suicide,0,Male,35to64,Hispanic
85618,2014,Suicide,0,Male,35to64,Hispanic
85708,2014,Suicide,0,Male,35to64,Hispanic
86112,2014,Suicide,0,Male,35to64,Hispanic
86168,2014,Suicide,0,Male,35to64,Hispanic
86177,2014,Suicide,0,Male,35to64,Hispanic
86562,2014,Suicide,0,Male,35to64,Hispanic
86777,2014,Suicide,0,Male,35to64,Hispanic
86884,2014,Suicide,0,Male,35to64,Hispanic
86936,2014,Suicide,0,Male,35to64,Hispanic
86975,2014,Suicide,0,Male,35to64,Hispanic
87212,2014,Suicide,0,Male,35to64,Hispanic
87486,2014,Suicide,0,Male,35to64,Hispanic
87655,2014,Suicide,0,Male,35to64,Hispanic
87797,2014,Suicide,0,Male,35to64,Hispanic
87824,2014,Suicide,0,Male,35to64,Hispanic
87848,2014,Suicide,0,Male,35to64,Hispanic
87852,2014,Suicide,0,Male,35to64,Hispanic
87857,2014,Suicide,0,Male,35to64,Hispanic
87876,2014,Suicide,0,Male,35to64,Hispanic
87886,2014,Suicide,0,Male,35to64,Hispanic
87890,2014,Suicide,0,Male,35to64,Hispanic
87953,2014,Suicide,0,Male,35to64,Hispanic
87956,2014,Suicide,0,Male,35to64,Hispanic
87957,2014,Suicide,0,Male,35to64,Hispanic
87958,2014,Suicide,0,Male,35to64,Hispanic
87974,2014,Suicide,0,Male,35to64,Hispanic
87979,2014,Suicide,0,Male,35to64,Hispanic
87980,2014,Suicide,0,Male,35to64,Hispanic
87986,2014,Suicide,0,Male,35to64,Hispanic
87988,2014,Suicide,0,Male,35to64,Hispanic
87989,2014,Suicide,0,Male,35to64,Hispanic
87994,2014,Suicide,0,Male,35to64,Hispanic
88006,2014,Suicide,0,Male,35to64,Hispanic
88019,2014,Suicide,0,Male,35to64,Hispanic
88041,2014,Suicide,0,Male,35to64,Hispanic
88058,2014,Suicide,0,Male,35to64,Hispanic
88083,2014,Suicide,0,Male,35to64,Hispanic
88089,2014,Suicide,0,Male,35to64,Hispanic
88091,2014,Suicide,0,Male,35to64,Hispanic
88095,2014,Suicide,0,Male,35to64,Hispanic
88193,2014,Suicide,0,Male,35to64,Hispanic
88208,2014,Suicide,0,Male,35to64,Hispanic
88249,2014,Suicide,0,Male,35to64,Hispanic
88289,2014,Suicide,0,Male,35to64,Hispanic
88405,2014,Suicide,0,Male,35to64,Hispanic
88463,2014,Suicide,0,Male,35to64,Hispanic
88468,2014,Suicide,0,Male,35to64,Hispanic
88534,2014,Suicide,0,Male,35to64,Hispanic
89023,2014,Suicide,0,Male,35to64,Hispanic
89080,2014,Suicide,0,Male,35to64,Hispanic
89182,2014,Suicide,0,Male,35to64,Hispanic
89264,2014,Suicide,0,Male,35to64,Hispanic
89536,2014,Suicide,0,Male,35to64,Hispanic
89643,2014,Suicide,0,Male,35to64,Hispanic
90720,2014,Suicide,0,Male,35to64,Hispanic
90749,2014,Suicide,0,Male,35to64,Hispanic
90782,2014,Suicide,0,Male,35to64,Hispanic
91096,2014,Suicide,0,Male,35to64,Hispanic
91161,2014,Suicide,0,Male,35to64,Hispanic
91211,2014,Suicide,0,Male,35to64,Hispanic
91246,2014,Suicide,0,Male,35to64,Hispanic
91445,2014,Suicide,0,Male,35to64,Hispanic
91592,2014,Suicide,0,Male,35to64,Hispanic
91645,2014,Suicide,0,Male,35to64,Hispanic
91695,2014,Suicide,0,Male,35to64,Hispanic
92427,2014,Suicide,0,Male,35to64,Hispanic
92437,2014,Suicide,0,Male,35to64,Hispanic
92721,2014,Suicide,0,Male,35to64,Hispanic
92870,2014,Suicide,0,Male,35to64,Hispanic
92893,2014,Suicide,0,Male,35to64,Hispanic
93092,2014,Suicide,0,Male,35to64,Hispanic
93119,2014,Suicide,0,Male,35to64,Hispanic
93861,2014,Suicide,0,Male,35to64,Hispanic
94451,2014,Suicide,0,Male,35to64,Hispanic
94864,2014,Suicide,0,Male,35to64,Hispanic
94896,2014,Suicide,0,Male,35to64,Hispanic
94902,2014,Suicide,0,Male,35to64,Hispanic
94909,2014,Suicide,0,Male,35to64,Hispanic
94925,2014,Suicide,0,Male,35to64,Hispanic
95134,2014,Suicide,0,Male,35to64,Hispanic
95144,2014,Suicide,0,Male,35to64,Hispanic
95162,2014,Suicide,0,Male,35to64,Hispanic
95212,2014,Suicide,0,Male,35to64,Hispanic
95216,2014,Suicide,0,Male,35to64,Hispanic
95226,2014,Suicide,0,Male,35to64,Hispanic
95239,2014,Suicide,0,Male,35to64,Hispanic
95246,2014,Suicide,0,Male,35to64,Hispanic
95257,2014,Suicide,0,Male,35to64,Hispanic
95269,2014,Suicide,0,Male,35to64,Hispanic
95368,2014,Suicide,0,Male,35to64,Hispanic
95372,2014,Suicide,0,Male,35to64,Hispanic
95384,2014,Suicide,0,Male,35to64,Hispanic
95421,2014,Suicide,0,Male,35to64,Hispanic
95545,2014,Suicide,0,Male,35to64,Hispanic
95546,2014,Suicide,0,Male,35to64,Hispanic
95560,2014,Suicide,0,Male,35to64,Hispanic
95561,2014,Suicide,0,Male,35to64,Hispanic
95587,2014,Suicide,0,Male,35to64,Hispanic
95588,2014,Suicide,0,Male,35to64,Hispanic
95603,2014,Suicide,0,Male,35to64,Hispanic
95620,2014,Suicide,0,Male,35to64,Hispanic
95635,2014,Suicide,0,Male,35to64,Hispanic
95645,2014,Suicide,0,Male,35to64,Hispanic
95680,2014,Suicide,0,Male,35to64,Hispanic
95681,2014,Suicide,0,Male,35to64,Hispanic
95721,2014,Suicide,0,Male,35to64,Hispanic
95722,2014,Suicide,0,Male,35to64,Hispanic
95740,2014,Suicide,0,Male,35to64,Hispanic
95742,2014,Suicide,0,Male,35to64,Hispanic
95765,2014,Suicide,0,Male,35to64,Hispanic
95768,2014,Suicide,0,Male,35to64,Hispanic
95775,2014,Suicide,0,Male,35to64,Hispanic
95804,2014,Suicide,0,Male,35to64,Hispanic
95839,2014,Suicide,0,Male,35to64,Hispanic
95872,2014,Suicide,0,Male,35to64,Hispanic
95876,2014,Suicide,0,Male,35to64,Hispanic
95903,2014,Suicide,0,Male,35to64,Hispanic
95938,2014,Suicide,0,Male,35to64,Hispanic
95990,2014,Suicide,0,Male,35to64,Hispanic
95993,2014,Suicide,0,Male,35to64,Hispanic
95994,2014,Suicide,0,Male,35to64,Hispanic
96008,2014,Suicide,0,Male,35to64,Hispanic
96053,2014,Suicide,0,Male,35to64,Hispanic
96073,2014,Suicide,0,Male,35to64,Hispanic
96074,2014,Suicide,0,Male,35to64,Hispanic
96101,2014,Suicide,0,Male,35to64,Hispanic
96173,2014,Suicide,0,Male,35to64,Hispanic
96248,2014,Suicide,0,Male,35to64,Hispanic
96255,2014,Suicide,0,Male,35to64,Hispanic
96281,2014,Suicide,0,Male,35to64,Hispanic
96339,2014,Suicide,0,Male,35to64,Hispanic
96347,2014,Suicide,0,Male,35to64,Hispanic
96441,2014,Suicide,0,Male,35to64,Hispanic
96495,2014,Suicide,0,Male,35to64,Hispanic
96496,2014,Suicide,0,Male,35to64,Hispanic
96498,2014,Suicide,0,Male,35to64,Hispanic
96510,2014,Suicide,0,Male,35to64,Hispanic
96512,2014,Suicide,0,Male,35to64,Hispanic
96515,2014,Suicide,0,Male,35to64,Hispanic
96521,2014,Suicide,0,Male,35to64,Hispanic
96530,2014,Suicide,0,Male,35to64,Hispanic
96532,2014,Suicide,0,Male,35to64,Hispanic
96580,2014,Suicide,0,Male,35to64,Hispanic
96582,2014,Suicide,0,Male,35to64,Hispanic
96587,2014,Suicide,0,Male,35to64,Hispanic
96596,2014,Suicide,0,Male,35to64,Hispanic
96634,2014,Suicide,0,Male,35to64,Hispanic
96644,2014,Suicide,0,Male,35to64,Hispanic
96650,2014,Suicide,0,Male,35to64,Hispanic
96691,2014,Suicide,0,Male,35to64,Hispanic
96708,2014,Suicide,0,Male,35to64,Hispanic
96719,2014,Suicide,0,Male,35to64,Hispanic
96746,2014,Suicide,0,Male,35to64,Hispanic
96772,2014,Suicide,0,Male,35to64,Hispanic
96824,2014,Suicide,0,Male,35to64,Hispanic
96872,2014,Suicide,0,Male,35to64,Hispanic
96931,2014,Suicide,0,Male,35to64,Hispanic
96955,2014,Suicide,0,Male,35to64,Hispanic
96996,2014,Suicide,0,Male,35to64,Hispanic
97002,2014,Suicide,0,Male,35to64,Hispanic
97061,2014,Suicide,0,Male,35to64,Hispanic
97088,2014,Suicide,0,Male,35to64,Hispanic
97217,2014,Suicide,0,Male,35to64,Hispanic
97248,2014,Suicide,0,Male,35to64,Hispanic
97414,2014,Suicide,0,Male,35to64,Hispanic
97432,2014,Suicide,0,Male,35to64,Hispanic
97557,2014,Suicide,0,Male,35to64,Hispanic
97571,2014,Suicide,0,Male,35to64,Hispanic
97616,2014,Suicide,0,Male,35to64,Hispanic
97623,2014,Suicide,0,Male,35to64,Hispanic
97648,2014,Suicide,0,Male,35to64,Hispanic
97675,2014,Suicide,0,Male,35to64,Hispanic
97768,2014,Suicide,0,Male,35to64,Hispanic
97815,2014,Suicide,0,Male,35to64,Hispanic
97940,2014,Suicide,0,Male,35to64,Hispanic
97951,2014,Suicide,0,Male,35to64,Hispanic
98027,2014,Suicide,0,Male,35to64,Hispanic
98247,2014,Suicide,0,Male,35to64,Hispanic
98462,2014,Suicide,0,Male,35to64,Hispanic
98467,2014,Suicide,0,Male,35to64,Hispanic
98491,2014,Suicide,0,Male,35to64,Hispanic
98880,2014,Suicide,0,Male,35to64,Hispanic
99004,2014,Suicide,0,Male,35to64,Hispanic
99052,2014,Suicide,0,Male,35to64,Hispanic
99107,2014,Suicide,0,Male,35to64,Hispanic
99138,2014,Suicide,0,Male,35to64,Hispanic
99370,2014,Suicide,0,Male,35to64,Hispanic
99427,2014,Suicide,0,Male,35to64,Hispanic
99576,2014,Suicide,0,Male,35to64,Hispanic
100497,2014,Suicide,0,Male,35to64,Hispanic
100697,2014,Suicide,0,Male,35to64,Hispanic
100754,2014,Suicide,0,Male,35to64,Hispanic
67207,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67211,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67222,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67254,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67265,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67283,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67296,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67568,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
68771,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
69297,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
69361,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
69527,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
69573,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
69574,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
71578,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
72380,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
73003,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
76711,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
81753,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
83179,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
83957,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
84293,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
85193,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
85556,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
85559,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
85569,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
85677,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
85692,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
86583,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
86688,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
