,year,intent,police,sex,age,race
100004,2014,Suicide,0,Male,65older,White
100005,2014,Suicide,0,Male,65older,White
100006,2014,Suicide,0,Male,65older,White
100011,2014,Suicide,0,Male,65older,White
100024,2014,Suicide,0,Male,65older,White
100029,2014,Suicide,0,Male,65older,White
100030,2014,Suicide,0,Male,65older,White
100041,2014,Suicide,0,Male,65older,White
100045,2014,Suicide,0,Male,65older,White
100060,2014,Suicide,0,Male,65older,White
100061,2014,Suicide,0,Male,65older,White
100063,2014,Suicide,0,Male,65older,White
100077,2014,Suicide,0,Male,65older,White
100085,2014,Suicide,0,Male,65older,White
100090,2014,Suicide,0,Male,65older,White
100106,2014,Suicide,0,Male,65older,White
100109,2014,Suicide,0,Male,65older,White
100111,2014,Suicide,0,Male,65older,White
100113,2014,Suicide,0,Male,65older,White
100114,2014,Suicide,0,Male,65older,White
100115,2014,Suicide,0,Male,65older,White
100120,2014,Suicide,0,Male,65older,White
100129,2014,Suicide,0,Male,65older,White
100137,2014,Suicide,0,Male,65older,White
100141,2014,Suicide,0,Male,65older,White
100143,2014,Suicide,0,Male,65older,White
100144,2014,Suicide,0,Male,65older,White
100150,2014,Suicide,0,Male,65older,White
100157,2014,Suicide,0,Male,65older,White
100168,2014,Suicide,0,Male,65older,White
100173,2014,Suicide,0,Male,65older,White
100174,2014,Suicide,0,Male,65older,White
100175,2014,Suicide,0,Male,65older,White
100200,2014,Suicide,0,Male,65older,White
100205,2014,Suicide,0,Male,65older,White
100210,2014,Suicide,0,Male,65older,White
100211,2014,Suicide,0,Male,65older,White
100215,2014,Suicide,0,Male,65older,White
100218,2014,Suicide,0,Male,65older,White
100221,2014,Suicide,0,Male,65older,White
100228,2014,Suicide,0,Male,65older,White
100236,2014,Suicide,0,Male,65older,White
100244,2014,Suicide,0,Male,65older,White
100246,2014,Suicide,0,Male,65older,White
100252,2014,Suicide,0,Male,65older,White
100259,2014,Suicide,0,Male,65older,White
100260,2014,Suicide,0,Male,65older,White
100273,2014,Suicide,0,Male,65older,White
100274,2014,Suicide,0,Male,65older,White
100285,2014,Suicide,0,Male,65older,White
100286,2014,Suicide,0,Male,65older,White
100289,2014,Suicide,0,Male,65older,White
100294,2014,Suicide,0,Male,65older,White
100307,2014,Suicide,0,Male,65older,White
100312,2014,Suicide,0,Male,65older,White
100316,2014,Suicide,0,Male,65older,White
100334,2014,Suicide,0,Male,65older,White
100339,2014,Suicide,0,Male,65older,White
100343,2014,Suicide,0,Male,65older,White
100350,2014,Suicide,0,Male,65older,White
100352,2014,Suicide,0,Male,65older,White
100353,2014,Suicide,0,Male,65older,White
100355,2014,Suicide,0,Male,65older,White
100359,2014,Suicide,0,Male,65older,White
100363,2014,Suicide,0,Male,65older,White
100364,2014,Suicide,0,Male,65older,White
100365,2014,Suicide,0,Male,65older,White
100366,2014,Suicide,0,Male,65older,White
100374,2014,Suicide,0,Male,65older,White
100379,2014,Suicide,0,Male,65older,White
100383,2014,Suicide,0,Male,65older,White
100384,2014,Suicide,0,Male,65older,White
100394,2014,Suicide,0,Male,65older,White
100414,2014,Suicide,0,Male,65older,White
100429,2014,Suicide,0,Male,65older,White
100431,2014,Suicide,0,Male,65older,White
100441,2014,Suicide,0,Male,65older,White
100442,2014,Suicide,0,Male,65older,White
100454,2014,Suicide,0,Male,65older,White
100471,2014,Suicide,0,Male,65older,White
100475,2014,Suicide,0,Male,65older,White
100480,2014,Suicide,0,Male,65older,White
100481,2014,Suicide,0,Male,65older,White
100482,2014,Suicide,0,Male,65older,White
100484,2014,Suicide,0,Male,65older,White
100510,2014,Suicide,0,Male,65older,White
100514,2014,Suicide,0,Male,65older,White
100515,2014,Suicide,0,Male,65older,White
100517,2014,Suicide,0,Male,65older,White
100539,2014,Suicide,0,Male,65older,White
100558,2014,Suicide,0,Male,65older,White
100575,2014,Suicide,0,Male,65older,White
100610,2014,Suicide,0,Male,65older,White
100636,2014,Suicide,0,Male,65older,White
100664,2014,Suicide,0,Male,65older,White
100687,2014,Suicide,0,Male,65older,White
100700,2014,Suicide,0,Male,65older,White
100721,2014,Suicide,0,Male,65older,White
100724,2014,Suicide,0,Male,65older,White
100765,2014,Suicide,0,Male,65older,White
100774,2014,Suicide,0,Male,65older,White
85760,2014,Accidental,0,Female,Under15,Black
94822,2014,Accidental,0,Female,Under15,Black
98630,2014,Accidental,0,Female,Under15,Black
82936,2014,Accidental,0,Female,Under15,Hispanic
96076,2014,Accidental,0,Female,Under15,Hispanic
73834,2014,Accidental,0,Female,Under15,White
77635,2014,Accidental,0,Female,Under15,White
85058,2014,Accidental,0,Female,Under15,White
90713,2014,Accidental,0,Female,Under15,White
92417,2014,Accidental,0,Female,Under15,White
94636,2014,Accidental,0,Female,Under15,White
95176,2014,Accidental,0,Female,Under15,White
97998,2014,Accidental,0,Female,Under15,White
98575,2014,Accidental,0,Female,15to34,Asian/Pacific Islander
85805,2014,Accidental,0,Female,15to34,Black
93717,2014,Accidental,0,Female,15to34,Black
81842,2014,Accidental,0,Female,15to34,Hispanic
96033,2014,Accidental,0,Female,15to34,Hispanic
67880,2014,Accidental,0,Female,15to34,White
72556,2014,Accidental,0,Female,15to34,White
84320,2014,Accidental,0,Female,15to34,White
85790,2014,Accidental,0,Female,15to34,White
85862,2014,Accidental,0,Female,15to34,White
86052,2014,Accidental,0,Female,15to34,White
86195,2014,Accidental,0,Female,15to34,White
90916,2014,Accidental,0,Female,15to34,White
90967,2014,Accidental,0,Female,15to34,White
91392,2014,Accidental,0,Female,15to34,White
93671,2014,Accidental,0,Female,15to34,White
94100,2014,Accidental,0,Female,15to34,White
94436,2014,Accidental,0,Female,15to34,White
94463,2014,Accidental,0,Female,15to34,White
94806,2014,Accidental,0,Female,15to34,White
97384,2014,Accidental,0,Female,15to34,White
75101,2014,Accidental,0,Female,35to64,Asian/Pacific Islander
86002,2014,Accidental,0,Female,35to64,Black
69833,2014,Accidental,0,Female,35to64,Hispanic
81854,2014,Accidental,0,Female,35to64,Hispanic
81904,2014,Accidental,0,Female,35to64,Hispanic
96999,2014,Accidental,0,Female,35to64,Hispanic
67505,2014,Accidental,0,Female,35to64,White
67837,2014,Accidental,0,Female,35to64,White
67961,2014,Accidental,0,Female,35to64,White
70208,2014,Accidental,0,Female,35to64,White
71666,2014,Accidental,0,Female,35to64,White
72327,2014,Accidental,0,Female,35to64,White
75151,2014,Accidental,0,Female,35to64,White
75183,2014,Accidental,0,Female,35to64,White
75772,2014,Accidental,0,Female,35to64,White
75989,2014,Accidental,0,Female,35to64,White
76146,2014,Accidental,0,Female,35to64,White
76365,2014,Accidental,0,Female,35to64,White
79782,2014,Accidental,0,Female,35to64,White
80755,2014,Accidental,0,Female,35to64,White
81861,2014,Accidental,0,Female,35to64,White
84160,2014,Accidental,0,Female,35to64,White
84227,2014,Accidental,0,Female,35to64,White
86039,2014,Accidental,0,Female,35to64,White
93918,2014,Accidental,0,Female,35to64,White
94048,2014,Accidental,0,Female,35to64,White
94395,2014,Accidental,0,Female,35to64,White
94402,2014,Accidental,0,Female,35to64,White
94437,2014,Accidental,0,Female,35to64,White
94590,2014,Accidental,0,Female,35to64,White
94940,2014,Accidental,0,Female,35to64,White
95627,2014,Accidental,0,Female,35to64,White
96059,2014,Accidental,0,Female,35to64,White
96943,2014,Accidental,0,Female,35to64,White
97038,2014,Accidental,0,Female,35to64,White
98896,2014,Accidental,0,Female,35to64,White
89668,2014,Accidental,0,Female,65older,Black
68200,2014,Accidental,0,Female,65older,White
74518,2014,Accidental,0,Female,65older,White
85311,2014,Accidental,0,Female,65older,White
86875,2014,Accidental,0,Female,65older,White
89142,2014,Accidental,0,Female,65older,White
93932,2014,Accidental,0,Female,65older,White
94385,2014,Accidental,0,Female,65older,White
94736,2014,Accidental,0,Female,65older,White
95403,2014,Accidental,0,Female,65older,White
96944,2014,Accidental,0,Female,65older,White
67468,2014,Accidental,0,Male,Under15,Black
67777,2014,Accidental,0,Male,Under15,Black
68134,2014,Accidental,0,Male,Under15,Black
73930,2014,Accidental,0,Male,Under15,Black
75877,2014,Accidental,0,Male,Under15,Black
79308,2014,Accidental,0,Male,Under15,Black
79763,2014,Accidental,0,Male,Under15,Black
79925,2014,Accidental,0,Male,Under15,Black
79996,2014,Accidental,0,Male,Under15,Black
80315,2014,Accidental,0,Male,Under15,Black
81562,2014,Accidental,0,Male,Under15,Black
86050,2014,Accidental,0,Male,Under15,Black
90715,2014,Accidental,0,Male,Under15,Black
90738,2014,Accidental,0,Male,Under15,Black
93199,2014,Accidental,0,Male,Under15,Black
93449,2014,Accidental,0,Male,Under15,Black
69139,2014,Accidental,0,Male,Under15,Hispanic
70033,2014,Accidental,0,Male,Under15,Hispanic
95907,2014,Accidental,0,Male,Under15,Hispanic
99030,2014,Accidental,0,Male,Under15,Hispanic
67212,2014,Accidental,0,Male,Under15,Native American/Native Alaskan
68193,2014,Accidental,0,Male,Under15,White
74624,2014,Accidental,0,Male,Under15,White
76161,2014,Accidental,0,Male,Under15,White
76632,2014,Accidental,0,Male,Under15,White
77986,2014,Accidental,0,Male,Under15,White
79125,2014,Accidental,0,Male,Under15,White
79235,2014,Accidental,0,Male,Under15,White
81473,2014,Accidental,0,Male,Under15,White
81510,2014,Accidental,0,Male,Under15,White
84292,2014,Accidental,0,Male,Under15,White
86090,2014,Accidental,0,Male,Under15,White
86825,2014,Accidental,0,Male,Under15,White
88141,2014,Accidental,0,Male,Under15,White
89380,2014,Accidental,0,Male,Under15,White
90300,2014,Accidental,0,Male,Under15,White
90420,2014,Accidental,0,Male,Under15,White
90480,2014,Accidental,0,Male,Under15,White
93647,2014,Accidental,0,Male,Under15,White
93702,2014,Accidental,0,Male,Under15,White
93962,2014,Accidental,0,Male,Under15,White
94440,2014,Accidental,0,Male,Under15,White
95430,2014,Accidental,0,Male,Under15,White
97794,2014,Accidental,0,Male,Under15,White
98949,2014,Accidental,0,Male,Under15,White
70521,2014,Accidental,0,Male,15to34,Asian/Pacific Islander
76417,2014,Accidental,0,Male,15to34,Asian/Pacific Islander
67785,2014,Accidental,0,Male,15to34,Black
67818,2014,Accidental,0,Male,15to34,Black
68648,2014,Accidental,0,Male,15to34,Black
68803,2014,Accidental,0,Male,15to34,Black
69728,2014,Accidental,0,Male,15to34,Black
70403,2014,Accidental,0,Male,15to34,Black
71146,2014,Accidental,0,Male,15to34,Black
74656,2014,Accidental,0,Male,15to34,Black
74940,2014,Accidental,0,Male,15to34,Black
75763,2014,Accidental,0,Male,15to34,Black
76194,2014,Accidental,0,Male,15to34,Black
76332,2014,Accidental,0,Male,15to34,Black
76780,2014,Accidental,0,Male,15to34,Black
76903,2014,Accidental,0,Male,15to34,Black
77063,2014,Accidental,0,Male,15to34,Black
77281,2014,Accidental,0,Male,15to34,Black
79817,2014,Accidental,0,Male,15to34,Black
80773,2014,Accidental,0,Male,15to34,Black
80904,2014,Accidental,0,Male,15to34,Black
80993,2014,Accidental,0,Male,15to34,Black
81164,2014,Accidental,0,Male,15to34,Black
81846,2014,Accidental,0,Male,15to34,Black
81884,2014,Accidental,0,Male,15to34,Black
81888,2014,Accidental,0,Male,15to34,Black
81890,2014,Accidental,0,Male,15to34,Black
81903,2014,Accidental,0,Male,15to34,Black
83781,2014,Accidental,0,Male,15to34,Black
85331,2014,Accidental,0,Male,15to34,Black
85752,2014,Accidental,0,Male,15to34,Black
86406,2014,Accidental,0,Male,15to34,Black
89127,2014,Accidental,0,Male,15to34,Black
89132,2014,Accidental,0,Male,15to34,Black
89430,2014,Accidental,0,Male,15to34,Black
90093,2014,Accidental,0,Male,15to34,Black
90227,2014,Accidental,0,Male,15to34,Black
90298,2014,Accidental,0,Male,15to34,Black
90919,2014,Accidental,0,Male,15to34,Black
91702,2014,Accidental,0,Male,15to34,Black
92394,2014,Accidental,0,Male,15to34,Black
92454,2014,Accidental,0,Male,15to34,Black
92764,2014,Accidental,0,Male,15to34,Black
93269,2014,Accidental,0,Male,15to34,Black
93646,2014,Accidental,0,Male,15to34,Black
94069,2014,Accidental,0,Male,15to34,Black
94329,2014,Accidental,0,Male,15to34,Black
94357,2014,Accidental,0,Male,15to34,Black
94358,2014,Accidental,0,Male,15to34,Black
94368,2014,Accidental,0,Male,15to34,Black
94369,2014,Accidental,0,Male,15to34,Black
94373,2014,Accidental,0,Male,15to34,Black
94374,2014,Accidental,0,Male,15to34,Black
94375,2014,Accidental,0,Male,15to34,Black
94376,2014,Accidental,0,Male,15to34,Black
94377,2014,Accidental,0,Male,15to34,Black
94379,2014,Accidental,0,Male,15to34,Black
94382,2014,Accidental,0,Male,15to34,Black
94409,2014,Accidental,0,Male,15to34,Black
94410,2014,Accidental,0,Male,15to34,Black
94419,2014,Accidental,0,Male,15to34,Black
94426,2014,Accidental,0,Male,15to34,Black
94457,2014,Accidental,0,Male,15to34,Black
94458,2014,Accidental,0,Male,15to34,Black
94461,2014,Accidental,0,Male,15to34,Black
95481,2014,Accidental,0,Male,15to34,Black
96179,2014,Accidental,0,Male,15to34,Black
97255,2014,Accidental,0,Male,15to34,Black
97378,2014,Accidental,0,Male,15to34,Black
97548,2014,Accidental,0,Male,15to34,Black
98440,2014,Accidental,0,Male,15to34,Black
98521,2014,Accidental,0,Male,15to34,Black
98627,2014,Accidental,0,Male,15to34,Black
99866,2014,Accidental,0,Male,15to34,Black
100131,2014,Accidental,0,Male,15to34,Black
68782,2014,Accidental,0,Male,15to34,Hispanic
69468,2014,Accidental,0,Male,15to34,Hispanic
69852,2014,Accidental,0,Male,15to34,Hispanic
70845,2014,Accidental,0,Male,15to34,Hispanic
71319,2014,Accidental,0,Male,15to34,Hispanic
71733,2014,Accidental,0,Male,15to34,Hispanic
72197,2014,Accidental,0,Male,15to34,Hispanic
72513,2014,Accidental,0,Male,15to34,Hispanic
75555,2014,Accidental,0,Male,15to34,Hispanic
80936,2014,Accidental,0,Male,15to34,Hispanic
81839,2014,Accidental,0,Male,15to34,Hispanic
81871,2014,Accidental,0,Male,15to34,Hispanic
81879,2014,Accidental,0,Male,15to34,Hispanic
81887,2014,Accidental,0,Male,15to34,Hispanic
81902,2014,Accidental,0,Male,15to34,Hispanic
81907,2014,Accidental,0,Male,15to34,Hispanic
85232,2014,Accidental,0,Male,15to34,Hispanic
88071,2014,Accidental,0,Male,15to34,Hispanic
88175,2014,Accidental,0,Male,15to34,Hispanic
92765,2014,Accidental,0,Male,15to34,Hispanic
94428,2014,Accidental,0,Male,15to34,Hispanic
94435,2014,Accidental,0,Male,15to34,Hispanic
94650,2014,Accidental,0,Male,15to34,Hispanic
95956,2014,Accidental,0,Male,15to34,Hispanic
97337,2014,Accidental,0,Male,15to34,Hispanic
99252,2014,Accidental,0,Male,15to34,Hispanic
99317,2014,Accidental,0,Male,15to34,Hispanic
79889,2014,Accidental,0,Male,15to34,Native American/Native Alaskan
67216,2014,Accidental,0,Male,15to34,White
67449,2014,Accidental,0,Male,15to34,White
67499,2014,Accidental,0,Male,15to34,White
67650,2014,Accidental,0,Male,15to34,White
67784,2014,Accidental,0,Male,15to34,White
68095,2014,Accidental,0,Male,15to34,White
69645,2014,Accidental,0,Male,15to34,White
69670,2014,Accidental,0,Male,15to34,White
72462,2014,Accidental,0,Male,15to34,White
73102,2014,Accidental,0,Male,15to34,White
74157,2014,Accidental,0,Male,15to34,White
74654,2014,Accidental,0,Male,15to34,White
75141,2014,Accidental,0,Male,15to34,White
76298,2014,Accidental,0,Male,15to34,White
76950,2014,Accidental,0,Male,15to34,White
77009,2014,Accidental,0,Male,15to34,White
77085,2014,Accidental,0,Male,15to34,White
77197,2014,Accidental,0,Male,15to34,White
77772,2014,Accidental,0,Male,15to34,White
78395,2014,Accidental,0,Male,15to34,White
78788,2014,Accidental,0,Male,15to34,White
79000,2014,Accidental,0,Male,15to34,White
79640,2014,Accidental,0,Male,15to34,White
79768,2014,Accidental,0,Male,15to34,White
80699,2014,Accidental,0,Male,15to34,White
80767,2014,Accidental,0,Male,15to34,White
81844,2014,Accidental,0,Male,15to34,White
81849,2014,Accidental,0,Male,15to34,White
81851,2014,Accidental,0,Male,15to34,White
81853,2014,Accidental,0,Male,15to34,White
81866,2014,Accidental,0,Male,15to34,White
81874,2014,Accidental,0,Male,15to34,White
81892,2014,Accidental,0,Male,15to34,White
82696,2014,Accidental,0,Male,15to34,White
84130,2014,Accidental,0,Male,15to34,White
84194,2014,Accidental,0,Male,15to34,White
84237,2014,Accidental,0,Male,15to34,White
84286,2014,Accidental,0,Male,15to34,White
84327,2014,Accidental,0,Male,15to34,White
84703,2014,Accidental,0,Male,15to34,White
85495,2014,Accidental,0,Male,15to34,White
85522,2014,Accidental,0,Male,15to34,White
85532,2014,Accidental,0,Male,15to34,White
85840,2014,Accidental,0,Male,15to34,White
85931,2014,Accidental,0,Male,15to34,White
86241,2014,Accidental,0,Male,15to34,White
86248,2014,Accidental,0,Male,15to34,White
86451,2014,Accidental,0,Male,15to34,White
86654,2014,Accidental,0,Male,15to34,White
86765,2014,Accidental,0,Male,15to34,White
86813,2014,Accidental,0,Male,15to34,White
86839,2014,Accidental,0,Male,15to34,White
87044,2014,Accidental,0,Male,15to34,White
87091,2014,Accidental,0,Male,15to34,White
87102,2014,Accidental,0,Male,15to34,White
88764,2014,Accidental,0,Male,15to34,White
88784,2014,Accidental,0,Male,15to34,White
90033,2014,Accidental,0,Male,15to34,White
90284,2014,Accidental,0,Male,15to34,White
90332,2014,Accidental,0,Male,15to34,White
90366,2014,Accidental,0,Male,15to34,White
90449,2014,Accidental,0,Male,15to34,White
90868,2014,Accidental,0,Male,15to34,White
90973,2014,Accidental,0,Male,15to34,White
91158,2014,Accidental,0,Male,15to34,White
91444,2014,Accidental,0,Male,15to34,White
91477,2014,Accidental,0,Male,15to34,White
92084,2014,Accidental,0,Male,15to34,White
92638,2014,Accidental,0,Male,15to34,White
93036,2014,Accidental,0,Male,15to34,White
93333,2014,Accidental,0,Male,15to34,White
93921,2014,Accidental,0,Male,15to34,White
94022,2014,Accidental,0,Male,15to34,White
94249,2014,Accidental,0,Male,15to34,White
94276,2014,Accidental,0,Male,15to34,White
94288,2014,Accidental,0,Male,15to34,White
94346,2014,Accidental,0,Male,15to34,White
94356,2014,Accidental,0,Male,15to34,White
94381,2014,Accidental,0,Male,15to34,White
94390,2014,Accidental,0,Male,15to34,White
94417,2014,Accidental,0,Male,15to34,White
94420,2014,Accidental,0,Male,15to34,White
94429,2014,Accidental,0,Male,15to34,White
94430,2014,Accidental,0,Male,15to34,White
94431,2014,Accidental,0,Male,15to34,White
94434,2014,Accidental,0,Male,15to34,White
94465,2014,Accidental,0,Male,15to34,White
94468,2014,Accidental,0,Male,15to34,White
94507,2014,Accidental,0,Male,15to34,White
94545,2014,Accidental,0,Male,15to34,White
94683,2014,Accidental,0,Male,15to34,White
94684,2014,Accidental,0,Male,15to34,White
94820,2014,Accidental,0,Male,15to34,White
95104,2014,Accidental,0,Male,15to34,White
95166,2014,Accidental,0,Male,15to34,White
96245,2014,Accidental,0,Male,15to34,White
97463,2014,Accidental,0,Male,15to34,White
97550,2014,Accidental,0,Male,15to34,White
98677,2014,Accidental,0,Male,15to34,White
98684,2014,Accidental,0,Male,15to34,White
