state	county or district name	County vs district (or other)	data source (vaccine registry or reported by schools - REG or SCH)	# kindergarten students in county	# schools in county	# schools reporting	% schools reporting	% 2 dose MMR - all schools	% 2-dose MMR - public school	% 2-dose MMR - private schools	"% fully vaccinated (all vaccines), all schools"	% fully vaccinated - public schools	% fully vaccinated - private schools	% 1 dose MMR - all schools
MONTANA	Toole	county						0.98						
MONTANA	Treasure	county						1.00						
MONTANA	Valley	county						0.98						
MONTANA	Wheatland	county						0.76						
MONTANA	Wibaux	county						0.93						
MONTANA	Yellowstone	county						0.97						
Nebraska	Central District	health department	SCH	"1,264"				0.98						
Nebraska	Dakota County	health department	SCH	321				0.97						
Nebraska	Douglas County	health department	SCH	"8,943"				0.96						
Nebraska	East Central District	health department	SCH	714				0.99						
Nebraska	Elkhorn Logan Valley	health department	SCH	756				0.99						
Nebraska	Four Corners 	health department	SCH	520				0.96						
Nebraska	Lincoln-Lancaster County	health department	SCH	"4,325"				0.90						
Nebraska	Loup Basin	health department	SCH	213				0.97						
Nebraska	North Central District	health department	SCH	490				0.96						
Nebraska	Northeast Nebraska	health department	SCH	462				0.97						
Nebraska	Panhandle	health department	SCH	617				0.96						
Nebraska	Public Health Solutions District	health department	SCH	609				0.96						
Nebraska	Sarpy-Cass Dept of Health and Wellness	health department	SCH	"2,552"				0.98						
Nebraska	Scotts Bluff County	health department	SCH	535				0.98						
Nebraska	South Heartland District	health department	SCH	564				0.97						
Nebraska	Southeast District	health department	SCH	485				0.99						
Nebraska	Southwest Nebraska	health department	SCH	448				0.95						
Nebraska	Three Rivers	health department	SCH	970				0.97						
Nebraska	Two Rivers	health department	SCH	"1,334"				0.98						
Nebraska	West Central District	health department	SCH	539				0.96						
Nevada	mineral	county	REG	53				0.96						
Nevada	pershing	county	REG	53				0.91						
Nevada	clark	county	REG	28555				0.84						
Nevada	carson city	county	REG	653				0.83						
Nevada	lander	county	REG	113				0.81						
Nevada	douglas	county	REG	406				0.80						
Nevada	elko	county	REG	974				0.78						
Nevada	white pine	county	REG	117				0.78						
Nevada	washoe	county	REG	5499				0.77						
Nevada	lyon	county	REG	630				0.77						
Nevada	lincoln	county	REG	58				0.76						
Nevada	humboldt	county	REG	252				0.73						
Nevada	churchill	county	REG	351				0.69						
Nevada	eureka	county	REG	38				0.55						
Nevada	nye	county	REG	494				0.54						
Nevada	esmerelda	county	REG	8										
Nevada	storey	county	REG	46										
New Jersey	Atlantic	county	SCH	3439							0.91	0.91	0.91	
New Jersey	Bergen	county	SCH	11376							0.93	0.94	0.91	
New Jersey	Burlington	county	SCH	5201							0.95	0.95	0.94	
New Jersey	Camden	county	SCH	6663							0.9	0.9	0.91	
New Jersey	Cape May	county	SCH	0985							0.96	0.96	0.95	
New Jersey	Cumberland	county	SCH	2286							0.97	0.97	0.88	
New Jersey	Essex	county	SCH	11384							0.91	0.9	0.94	
New Jersey	Gloucester	county	SCH	3692							0.98	0.98	0.96	
New Jersey	Hudson	county	SCH	7646							0.92	0.91	0.94	
New Jersey	Hunterdon	county	SCH	1262							0.91	0.92	0.77	
New Jersey	Mercer	county	SCH	4805							0.94	0.94	0.93	
New Jersey	Middlesex	county	SCH	10263							0.95	0.96	0.88	
New Jersey	Monmouth	county	SCH	7626							0.89	0.89	0.89	
New Jersey	Morris	county	SCH	6076							0.89	0.9	0.89	
New Jersey	Ocean	county	SCH	8113							0.89	0.94	0.82	
New Jersey	Passaic	county	SCH	7255							0.95	0.95	0.91	
New Jersey	Salem	county	SCH	0810							0.96	0.96	1	
New Jersey	Somerset	county	SCH	4076							0.94	0.96	0.86	
New Jersey	Sussex	county	SCH	1523							0.93	0.94	0.83	
New Jersey	Union	county	SCH	7506							0.94	0.95	0.9	
New Jersey	Warren	county	SCH	1136							0.96	0.96	0.94	
North Carolina	Alamance	county	SCH					0.99						
North Carolina	Alexander	county	SCH					1.00						
North Carolina	Alleghany	county	SCH					0.97						
North Carolina	Anson	county	SCH					0.99						
North Carolina	Ashe	county	SCH					1.00						
North Carolina	Avery	county	SCH					0.99						
North Carolina	Beaufort	county	SCH					0.99						
North Carolina	Bertie	county	SCH					0.98						
North Carolina	Bladen	county	SCH					0.99						
North Carolina	Brunswick	county	SCH					0.98						
North Carolina	Buncombe	county	SCH					0.98						
North Carolina	Burke	county	SCH					0.99						
North Carolina	Cabarrus	county	SCH					0.99						
North Carolina	Caldwell	county	SCH					1.00						
North Carolina	Camden	county	SCH					1.00						
North Carolina	Carteret	county	SCH					1.00						
North Carolina	Caswell	county	SCH					0.97						
North Carolina	Catawba	county	SCH					1.00						
North Carolina	Chatham	county	SCH					1.00						
North Carolina	Cherokee	county	SCH					0.99						
North Carolina	Chowan	county	SCH					0.98						
North Carolina	Clay	county	SCH					0.96						
North Carolina	Cleveland	county	SCH					0.99						
North Carolina	Columbus	county	SCH					1.00						
North Carolina	Craven	county	SCH					1.00						
North Carolina	Cumberland	county	SCH					0.98						
North Carolina	Currituck	county	SCH					1.00						
North Carolina	Dare	county	SCH					0.99						
North Carolina	Davidson	county	SCH					0.99						
North Carolina	Davie	county	SCH					0.99						
North Carolina	Duplin	county	SCH					0.98						
North Carolina	Durham	county	SCH					0.98						
North Carolina	Edgecombe	county	SCH					0.99						
North Carolina	Forsyth	county	SCH					0.99						
North Carolina	Franklin	county	SCH					0.97						
North Carolina	Gaston	county	SCH					0.99						
North Carolina	Gates	county	SCH					1.00						
North Carolina	Graham	county	SCH					0.98						
North Carolina	Granville	county	SCH					1.00						
North Carolina	Greene	county	SCH					0.97						
North Carolina	Guilford	county	SCH					0.99						
North Carolina	Halifax	county	SCH					0.99						
North Carolina	Harnett	county	SCH					0.99						
North Carolina	Haywood	county	SCH					1.00						
North Carolina	Henderson	county	SCH					1.00						
North Carolina	Hertford	county	SCH					0.93						
North Carolina	Hoke	county	SCH					0.97						
North Carolina	Hyde	county	SCH					1.00						
North Carolina	Iredell	county	SCH					0.99						
North Carolina	Jackson	county	SCH					1.00						
North Carolina	Johnston	county	SCH					0.98						
North Carolina	Jones	county	SCH					1.00						
North Carolina	Lee	county	SCH					0.99						
North Carolina	Lenoir	county	SCH					0.97						
North Carolina	Lincoln	county	SCH					0.99						
North Carolina	Macon	county	SCH					0.99						
North Carolina	Madison	county	SCH					0.99						
North Carolina	Martin	county	SCH					0.96						
North Carolina	McDowell	county	SCH					1.00						
North Carolina	Mecklenburg	county	SCH					0.97						
North Carolina	Mitchell	county	SCH					0.95						
North Carolina	Montgomery	county	SCH					0.99						
North Carolina	Moore	county	SCH					1.00						
North Carolina	Nash	county	SCH					1.00						
North Carolina	New Hanover	county	SCH					0.99						
North Carolina	Northampton	county	SCH					0.99						
North Carolina	Onslow	county	SCH					0.98						
North Carolina	Orange	county	SCH					0.99						
North Carolina	Pamlico	county	SCH					1.00						
North Carolina	Pasquotank	county	SCH					0.99						
North Carolina	Pender	county	SCH					0.99						
North Carolina	Perquimans	county	SCH					1.00						
North Carolina	Person	county	SCH					1.00						
North Carolina	Pitt	county	SCH					0.99						
North Carolina	Polk	county	SCH					0.98						
North Carolina	Randolph	county	SCH					1.00						
North Carolina	Richmond	county	SCH					0.99						
North Carolina	Robeson	county	SCH					0.96						
North Carolina	Rockingham	county	SCH					0.99						
North Carolina	Rowan	county	SCH					0.98						
North Carolina	Rutherford	county	SCH					0.98						
North Carolina	Sampson	county	SCH					0.99						
North Carolina	Scotland	county	SCH					0.99						
North Carolina	Stanly	county	SCH					0.99						
North Carolina	Stokes	county	SCH					1.00						
North Carolina	Surry	county	SCH					1.00						
North Carolina	Swain	county	SCH					0.99						
North Carolina	Transylvania	county	SCH					1.00						
North Carolina	Tyrrell	county	SCH					0.93						
North Carolina	Union	county	SCH					0.98						
North Carolina	Vance	county	SCH					0.99						
North Carolina	Wake	county	SCH					0.99						
North Carolina	Warren	county	SCH					0.97						
North Carolina	Washington	county	SCH					0.99						
North Carolina	Watauga	county	SCH					1.00						
North Carolina	Wayne	county	SCH					0.99						
North Carolina	Wilkes	county	SCH					1.00						
North Carolina	Wilson	county	SCH					0.98						
North Carolina	Yadkin	county	SCH					0.98						
North Carolina	Yancey	county	SCH					0.98						
North Dakota	Adams	county	SCH	25				0.96						
North Dakota	Barnes	county	SCH	110				0.95						
North Dakota	Benson	county	SCH	142				0.90						
North Dakota	Billings	county	SCH	8				1.00						
North Dakota	Bottineau	county	SCH	89				0.93						
North Dakota	Bowman	county	SCH	56				0.96						
North Dakota	Burke	county	SCH	42				0.36						
North Dakota	Burleigh	county	SCH	1164				0.94						
North Dakota	Cass	county	SCH	2165				0.89						
North Dakota	Cavalier	county	SCH	38				0.97						
North Dakota	Dickey	county	SCH	69				0.96						
North Dakota	Divide	county	SCH	31				0.97						
North Dakota	Dunn	county	SCH	50				0.84						
North Dakota	Eddy	county	SCH	25				1.00						
North Dakota	Emmons	county	SCH	37				0.97						
North Dakota	Foster	county	SCH	25				1.00						
North Dakota	Golden Valley	county	SCH	26				0.88						
North Dakota	Grand Forks	county	SCH	836				0.94						
North Dakota	Grant	county	SCH	20				0.90						
North Dakota	Griggs	county	SCH	33				0.94						
North Dakota	Hettinger	county	SCH	34				0.97						
North Dakota	Kidder	county	SCH	23				0.91						
North Dakota	LaMoure	county	SCH	56				0.86						
North Dakota	Logan	county	SCH	36				0.94						
North Dakota	McHenry	county	SCH	85				0.91						
North Dakota	McIntosh	county	SCH	30				0.97						
North Dakota	McKenzie	county	SCH	180				0.77						
North Dakota	McLean	county	SCH	112				0.80						
North Dakota	Mercer	county	SCH	110				0.86						
North Dakota	Morton	county	SCH	404				0.84						
North Dakota	Mountrail	county	SCH	182				0.89						
North Dakota	Nelson	county	SCH	24				0.88						
North Dakota	Oliver	county	SCH	25				0.80						
North Dakota	Pembina	county	SCH	77				0.91						
North Dakota	Pierce	county	SCH	74				0.95						
North Dakota	Ramsey	county	SCH	189				0.89						
North Dakota	Ransom	county	SCH	72				0.90						
North Dakota	Renville	county	SCH	57				0.89						
North Dakota	Richland	county	SCH	163				0.93						
North Dakota	Rolette	county	SCH	342				0.97						
North Dakota	Sargent	county	SCH	47				0.60						
North Dakota	Sheridan	county	SCH	6				0.83						
North Dakota	Sioux	county	SCH	92				0.93						
North Dakota	Slope	county	SCH	Sample Size Too Small										
North Dakota	Stark	county	SCH	473				0.81						
North Dakota	Steele	county	SCH	10				0.90						
North Dakota	Stutsman	county	SCH	242				0.95						
North Dakota	Towner	county	SCH	25				1.00						
North Dakota	Traill	county	SCH	118				1.00						
North Dakota	Walsh	county	SCH	142				0.93						
North Dakota	Ward	county	SCH	1036				0.87						
North Dakota	Wells	county	SCH	46				0.98						
North Dakota	Williams	county	SCH	496				0.85						
Ohio	Adams	county	SCH	370		5		0.98	0.99		0.98	0.98		
Ohio	Allen	county	SCH	1460		24		0.95	0.96	0.84	0.92	0.93	0.85	
Ohio	Ashland	county	SCH	471		8		0.99	0.99	0.95	0.97	0.97	0.92	
Ohio	Ashtabula	county	SCH	992		14		0.96	0.96	0.96	0.92	0.91	0.96	
Ohio	Athens	county	SCH	576		10		0.96	0.96		0.93	0.93		
Ohio	Auglaize	county	SCH	555		6		0.95	0.95		0.92	0.92		
Ohio	Belmont	county	SCH	941		14		0.98	0.98	0.97	0.97	0.97	0.92	
Ohio	Brown	county	SCH	584		7		0.97	0.97		0.96	0.96		
Ohio	Butler	county	SCH	4632		54		0.96	0.96	0.97	0.94	0.94	0.94	
Ohio	Carroll	county	SCH	240		5		0.96	0.96		0.95	0.95		
Ohio	Champaign	county	SCH	495		5		0.98	0.98		0.96	0.96		
Ohio	Clark	county	SCH	1715		28		0.96	0.96	0.94	0.91	0.91	0.91	
Ohio	Clermont	county	SCH	2470		33		0.96	0.96	0.96	0.93	0.93	0.93	
Ohio	Clinton	county	SCH	529		7		0.86	0.86	0.86	0.81	0.81	0.86	
Ohio	Columbiana	county	SCH	1114		18		0.94	0.95	0.8	0.92	0.93	0.83	
Ohio	Coshocton	county	SCH	348		8		0.94	0.95	0.54	0.94	0.95	0.69	
Ohio	Crawford	county	SCH	533		9		0.92	0.93		0.91	0.91		
Ohio	Cuyahoga	county	SCH	13644		280		0.93	0.93	0.94	0.83	0.81	0.9	
Ohio	Darke	county	SCH	457		8		0.95	0.95	0.86	0.89	0.93	0.49	
Ohio	Defiance	county	SCH	550		7		0.95	0.95	0.96	0.93	0.93	0.93	
Ohio	Delaware	county	SCH	2283		39		0.94	0.95	0.88	0.9	0.92	0.79	
Ohio	Erie	county	SCH	1095		16		0.94	0.93	0.94	0.91	0.91	0.91	
Ohio	Fairfield	county	SCH	1683		27		0.95	0.95	0.96	0.91	0.92	0.84	
Ohio	Fayette	county	SCH	468		4		0.96	0.96	0.98	0.95	0.95	0.95	
Ohio	Franklin	county	SCH	16548		263		0.95	0.95	0.93	0.92	0.92	0.9	
Ohio	Fulton	county	SCH	523		9		0.95	0.96	0.54	0.95	0.95	0.77	
Ohio	Gallia	county	SCH	377		8		0.98	0.99		0.98	0.98		
Ohio	Geauga	county	SCH	809		15		0.96	0.96	0.93	0.91	0.91	0.91	
Ohio	Greene	county	SCH	1546		24		0.93	0.93	0.84	0.9	0.9	0.82	
Ohio	Guernsey	county	SCH	426		9		0.97	0.97		0.96	0.96		
Ohio	Hamilton	county	SCH	9844		174		0.93	0.92	0.97	0.8	0.77	0.93	
Ohio	Hancock	county	SCH	816		13		0.94	0.94		0.93	0.93		
Ohio	Hardin	county	SCH	183		4		0.94	0.94		0.91	0.91		
Ohio	Harrison	county	SCH	115		3		0.88	0.88		0.88	0.88		
Ohio	Henry	county	SCH	462		9		0.98	0.98	1	0.97	0.97	0.97	
Ohio	Highland	county	SCH	550		8		0.96	0.95	1	0.93	0.93	0.94	
Ohio	Hocking	county	SCH	287		7		0.97	0.97	1	0.95	0.96	0.82	
Ohio	Holmes	county	SCH	350		12		0.83	0.83		0.7	0.7		
Ohio	Huron	county	SCH	590		9		0.90	0.9	0.96	0.89	0.89	0.93	
Ohio	Jackson	county	SCH	295		6		0.94	0.94		0.92	0.92		
Ohio	Jefferson	county	SCH	763		13		0.98	0.99	0.89	0.97	0.98	0.84	
Ohio	Knox	county	SCH	534		9		0.94	0.94		0.92	0.92		
Ohio	Lake	county	SCH	2310		40		0.96	0.96	0.96	0.85	0.84	0.94	
Ohio	Lawrence	county	SCH	806		9		0.98	0.98	0.94	0.96	0.96	0.94	
Ohio	Licking	county	SCH	2106		24		0.95	0.95	0.93	0.93	0.93	0.92	
Ohio	Logan	county	SCH	429		4		0.90	0.9		0.87	0.87		
Ohio	Lorain	county	SCH	3458		52		0.96	0.96	0.97	0.92	0.92	0.94	
Ohio	Lucas	county	SCH	6213		108		0.89	0.89	0.94	0.83	0.82	0.89	
Ohio	Madison	county	SCH	575		8		0.93	0.93	0.85	0.9	0.9	0.95	
Ohio	Mahoning	county	SCH	2401		39		0.93	0.93	0.96	0.9	0.9	0.91	
Ohio	Marion	county	SCH	845		13		0.97	0.97	0.91	0.94	0.94	0.82	
Ohio	Medina	county	SCH	1907		31		0.96	0.96	0.95	0.93	0.94	0.89	
Ohio	Meigs	county	SCH	274		4		0.99	0.99		0.97	0.97		
Ohio	Mercer	county	SCH	571		7		0.95	0.95	0.95	0.9	0.9	0.95	
Ohio	Miami	county	SCH	1164		18		0.95	0.96	0.9	0.93	0.93	0.87	
Ohio	Monroe	county	SCH	148		5		0.99	0.99	1	0.99	0.99	1	
Ohio	Montgomery	county	SCH	6186		88		0.94	0.94	0.95	0.89	0.89	0.93	
Ohio	Morgan	county	SCH	158		4		0.99	0.99	1	0.98	0.99	0.93	
Ohio	Morrow	county	SCH	394		5		0.94	0.94	0.89	0.88	0.88	0.83	
Ohio	Muskingum	county	SCH	1116		16		0.99	0.99	0.97	0.98	0.98	0.97	
Ohio	Noble	county	SCH	150		2		0.97	0.97		0.95	0.95		
Ohio	Ottawa	county	SCH	403		7		0.95	0.95	0.91	0.94	0.93	1	
Ohio	Paulding	county	SCH	256		6		0.91	0.91	0.83	0.88	0.88	0.75	
Ohio	Perry	county	SCH	436		8		0.97	0.98	0.93	0.97	0.97	1	
Ohio	Pickaway	county	SCH	709		11		0.98	0.98	1	0.96	0.96	1	
Ohio	Pike	county	SCH	370		5		0.97	0.98		0.93	0.93		
Ohio	Portage	county	SCH	1451		18		0.94	0.94	0.9	0.9	0.9	0.87	
Ohio	Preble	county	SCH	457		6		0.95	0.95		0.9	0.9		
Ohio	Putnam	county	SCH	510		12		0.94	0.94	1	0.93	0.92	0.97	
Ohio	Richland	county	SCH	1458		26		0.91	0.92	0.81	0.89	0.9	0.79	
Ohio	Ross	county	SCH	837		12		0.87	0.88	0.77	0.79	0.8	0.63	
Ohio	Sandusky	county	SCH	771		16		0.95	0.96	0.86	0.93	0.95	0.73	
Ohio	Scioto	county	SCH	1049		12		0.98	0.98	1	0.97	0.97	1	
Ohio	Seneca	county	SCH	316		4		0.92	0.95	0.75	0.91	0.93	0.75	
Ohio	Shelby	county	SCH	658		13		0.92	0.92	0.88	0.9	0.9	0.88	
Ohio	Stark	county	SCH	4037		61		0.92	0.92	0.85	0.87	0.87	0.82	
Ohio	Summit	county	SCH	5470		92		0.93	0.94	0.91	0.86	0.86	0.81	
Ohio	Trumbull	county	SCH	2240		35		0.94	0.95	0.9	0.9	0.91	0.88	
Ohio	Tuscarawas	county	SCH	1140		24		0.95	0.95	0.94	0.92	0.92	1	
Ohio	Union	county	SCH	631		9		0.97	0.98	0.91	0.94	0.96	0.85	
Ohio	Van Wert	county	SCH	395		4		0.96	0.96		0.93	0.93		
Ohio	Vinton	county	SCH	186		4		0.99	0.99		0.86	0.86		
Ohio	Warren	county	SCH	2737		21		0.96	0.96	0.93	0.93	0.94	0.93	
Ohio	Washington	county	SCH	626		16		0.98	0.98	1	0.96	0.96	0.97	
Ohio	Wayne	county	SCH	1133		21		0.90	0.89	0.96	0.82	0.83	0.7	
Ohio	Williams	county	SCH	494		8		0.96	0.96		0.96	0.96		
Ohio	Wood	county	SCH	1259		22		0.95	0.94	0.96	0.89	0.89	0.88	
Ohio	Wyandot	county	SCH	312		7		0.97	0.98	0.96	0.96	0.96	0.94	
Oregon	Baker	county	SCH	151	7	7		0.92						0.94
Oregon	Benton	county	SCH	843	23	23		0.93						0.94
Oregon	Clackamas	county	SCH	4328	107	107		0.93						0.95
Oregon	Clatsop	county	SCH	417	7	7		0.94						0.96
Oregon	Columbia	county	SCH	583	15	15		0.95						0.96
Oregon	Coos	county	SCH	641	13	13		0.96						0.97
Oregon	Crook	county	SCH	186	6	6		0.96						0.97
Oregon	Curry	county	SCH	164	4	4		0.92						0.95
Oregon	Deschutes	county	SCH	1907	50	50		0.93						0.95
Oregon	Douglas	county	SCH	1122	32	32		0.93						0.96
Oregon	Grant	county	SCH	66	6	6		0.94						0.96
Oregon	Harney	county	SCH	76	4	4		0.97						0.97
Oregon	Hood River	county	SCH	310	9	9		0.95						0.96
Oregon	Jackson	county	SCH	2359	52	52		0.93						0.94
Oregon	Jefferson	county	SCH	307	5	5		0.99						0.99
Oregon	Josephine	county	SCH	821	25	25		0.92						0.94
Oregon	Klamath	county	SCH	802	23	23		0.98						0.98
Oregon	Lake	county	SCH	82	5	5		0.95						0.99
Oregon	Lane	county	SCH	3417	91	91		0.94						0.95
Oregon	Lincoln	county	SCH	425	13	13		0.96						0.98
Oregon	Linn	county	SCH	1353	37	37		0.96						0.97
Oregon	Malheur	county	SCH	460	16	16		0.95						0.98
Oregon	Marion	county	SCH	4612	100	100		0.95						0.96
Oregon	Morrow	county	SCH	192	4	4		0.98						0.98
Oregon	Multnomah	county	SCH	8894	197	197		0.92						0.95
Oregon	North Central (=Wasco + Sherman + Gilliam counties)	district	SCH	353	12	12		0.99						0.99
Oregon	Polk	county	SCH	746	19	19		0.96						0.97
Oregon	Tillamook	county	SCH	300	11	11		0.94						0.95
Oregon	Umatilla	county	SCH	1090	27	27		0.98						0.98
Oregon	Union	county	SCH	331	11	11		0.96						0.98
Oregon	Wallowa	county	SCH	73	4	4		0.95						0.96
Oregon	Washington	county	SCH	7322	168	168		0.96						0.97
Oregon	Wheeler	county	SCH	17	3	3		1.00						1.00
Oregon	Yamhill	county	SCH	1237	30	30		0.95						0.97
Pennsylvania	Adams	county	SCH	1345				0.92						
Pennsylvania	Allegheny	county	SCH	13286				0.93						
Pennsylvania	Armstrong	county	SCH	684				0.89						
Pennsylvania	Beaver	county	SCH	2226				0.91						
Pennsylvania	Bedford	county	SCH	489				0.86						
Pennsylvania	Berks	county	SCH	5327				0.93						
Pennsylvania	Blair	county	SCH	1532				0.84						
Pennsylvania	Bradford	county	SCH	746				0.94						
Pennsylvania	Bucks	county	SCH	6914				0.90						
Pennsylvania	Butler	county	SCH	1987				0.88						
Pennsylvania	Cambria	county	SCH	1353				0.93						
Pennsylvania	Cameron	county	SCH	55				1.00						
Pennsylvania	Carbon	county	SCH	666				0.90						
Pennsylvania	Centre	county	SCH	1033				0.90						
Pennsylvania	Chester	county	SCH	7042				0.91						
Pennsylvania	Clarion	county	SCH	535				0.96						
Pennsylvania	Clearfield	county	SCH	1009				0.93						
Pennsylvania	Clinton	county	SCH	362				0.92						
Pennsylvania	Columbia	county	SCH	730				0.97						
Pennsylvania	Crawford	county	SCH	638				0.88						
Pennsylvania	Cumberland	county	SCH	2508				0.87						
Pennsylvania	Dauphin	county	SCH	3519				0.88						
Pennsylvania	Delaware	county	SCH	6741				0.94						
Pennsylvania	Elk	county	SCH	296				0.92						
Pennsylvania	Erie	county	SCH	3352				0.91						
Pennsylvania	Fayette	county	SCH	1406				0.89						
Pennsylvania	Forest	county	SCH	27				0.85						
Pennsylvania	Franklin	county	SCH	1636				0.90						
Pennsylvania	Fulton	county	SCH	151				0.93						
Pennsylvania	Greene	county	SCH	369				0.90						
Pennsylvania	Huntingdon	county	SCH	435				0.97						
Pennsylvania	Indiana	county	SCH	744				0.90						
Pennsylvania	Jefferson	county	SCH	352				0.92						
Pennsylvania	Juniata	county	SCH	209				0.88						
Pennsylvania	Lackawanna	county	SCH	2313				0.91						
Pennsylvania	Lancaster	county	SCH	6249				0.87						
Pennsylvania	Lawrence	county	SCH	939				0.85						
Pennsylvania	Lebanon	county	SCH	1962				0.96						
Pennsylvania	Lehigh	county	SCH	4204				0.93						
Pennsylvania	Luzerne	county	SCH	3439				0.93						
Pennsylvania	Lycoming	county	SCH	1174				0.89						
Pennsylvania	McKean	county	SCH	474				0.89						
Pennsylvania	Mercer	county	SCH	1152				0.93						
Pennsylvania	Mifflin	county	SCH	422				0.95						
Pennsylvania	Monroe	county	SCH	1681				0.87						
Pennsylvania	Montgomery	county	SCH	10239				0.91						
Pennsylvania	Montour	county	SCH	201				0.98						
Pennsylvania	Northampton	county	SCH	3362				0.93						
Pennsylvania	Northumberland	county	SCH	1037				0.94						
Pennsylvania	Perry	county	SCH	452				0.90						
Pennsylvania	Philadelphia	county	SCH	17237				0.94						
Pennsylvania	Pike	county	SCH	461				0.96						
Pennsylvania	Potter	county	SCH	182				0.95						
Pennsylvania	Schuylkill	county	SCH	1474				0.92						
Pennsylvania	Snyder	county	SCH	343				0.96						
Pennsylvania	Somerset	county	SCH	722				0.93						
Pennsylvania	Sullivan	county	SCH	63				0.84						
Pennsylvania	Susquehanna	county	SCH	473				0.95						
Pennsylvania	Tioga	county	SCH	464				0.95						
Pennsylvania	Union	county	SCH	275				0.94						
Pennsylvania	Venango	county	SCH	679				0.91						
Pennsylvania	Warren	county	SCH	383				0.96						
Pennsylvania	Washington	county	SCH	2301				0.90						
Pennsylvania	Wayne	county	SCH	359				0.89						
Pennsylvania	Westmoreland	county	SCH	3628				0.91						
Pennsylvania	Wyoming	county	SCH	239				0.92						
Pennsylvania	York	county	SCH	5544				0.93						
Pennsylvania	Out of State	county	SCH	21				0.86						
Rhode Island	Bristol	county	SCH	472		11		0.89	0.93	0.55	0.88	0.91	0.52	
Rhode Island	Kent	county	SCH	1533		39		0.97	0.98	0.9	0.96	0.97	0.89	
Rhode Island	Newport	county	SCH	765		16		0.91	0.92	0.81	0.87	0.88	0.75	
Rhode Island	Providence	county	SCH	7113		141		0.97	0.98	0.9	0.95	0.96	0.86	
Rhode Island	Washington	county	SCH	1160		30		0.91	0.91	0.92	0.88	0.88	0.91	
South Carolina	Abbeville	county		"12,791"				0.10			0.87			1
South Carolina	Aiken	county									0.89			
South Carolina	Allendale	county									0.89			
South Carolina	Anderson	county									0.97			
South Carolina	Bamberg	county									0.94			
South Carolina	Barnwell	county									0.92			
South Carolina	Beaufort	county									0.80			
South Carolina	Berkeley	county									0.94			
South Carolina	Calhoun	county									0.96			
South Carolina	Charleston	county									0.90			
South Carolina	Cherokee	county									0.98			
South Carolina	Chester	county									0.99			
South Carolina	Chesterfield	county									0.95			
South Carolina	Clarendon	county									0.89			
South Carolina	Colleton	county									0.95			
South Carolina	Darlington	county									0.96			
South Carolina	Dillon	county									0.95			
South Carolina	Dorchester	county									0.96			
South Carolina	Edgefield	county									0.97			
South Carolina	Fairfield	county									1.00			
South Carolina	Florence	county									0.86			
South Carolina	Georgetown	county									0.88			
South Carolina	Greenville	county									0.93			
South Carolina	Greenwood	county									0.96			
South Carolina	Hampton	county									0.99			
South Carolina	Horry	county									0.96			
South Carolina	Jasper	county									0.84			
South Carolina	Kershaw	county									0.98			
South Carolina	Lancaster	county									0.98			
South Carolina	Laurens	county									0.95			
South Carolina	Lee	county									0.97			
South Carolina	Lexington	county									0.97			
South Carolina	Marion	county									0.98			
South Carolina	Marlboro	county									0.96			
South Carolina	McCormick	county												
South Carolina	Newberry	county									1.00			
South Carolina	Oconee	county									0.96			
South Carolina	Orangeburg	county									0.96			
South Carolina	Pickens	county									0.92			
South Carolina	Richland	county									0.87			
South Carolina	Saluda	county									0.95			
South Carolina	Spartanburg	county									0.96			
South Carolina	Sumter	county									0.98			
South Carolina	Union	county									0.98			
South Carolina	Williamsburg	county									0.96			
South Carolina	York	county									0.98			
South Dakota	Aurora	county	SCH	47				0.98						
South Dakota	Beadle	county	SCH	326				0.95						
South Dakota	Bennett	county	SCH	95				0.98						
South Dakota	BonHomme	county	SCH	77				0.99						
South Dakota	Brookings	county	SCH	220				0.93						
South Dakota	Brown	county	SCH	496				0.98						
South Dakota	Brule	county	SCH	98				1.00						
South Dakota	Bu_alo	county	SCH	33				0.97						
South Dakota	Butte	county	SCH	152				0.95						
South Dakota	Campbell	county	SCH	<10				.						
South Dakota	CharlesMix	county	SCH	176				0.97						
South Dakota	Clark	county	SCH	50				0.92						
South Dakota	Clay	county	SCH	137				0.98						
South Dakota	Codington	county	SCH	413				0.99						
South Dakota	Corson	county	SCH	85				1.00						
South Dakota	Custer	county	SCH	72				0.93						
South Dakota	Davison	county	SCH	281				0.98						
South Dakota	Day	county	SCH	73				0.99						
South Dakota	Deuel	county	SCH	47				1.00						
South Dakota	Dewey	county	SCH	132				0.98						
South Dakota	Douglas	county	SCH	27				1.00						
South Dakota	Edmunds	county	SCH	48				0.98						
South Dakota	Fall River	county	SCH	59				0.95						
South Dakota	Faulk	county	SCH	20				1.00						
South Dakota	Grant	county	SCH	90				0.96						
South Dakota	Gregory	county	SCH	58				0.97						
South Dakota	Haakon	county	SCH	24				0.96						
South Dakota	Hamlin	county	SCH	120				0.97						
South Dakota	Hand	county	SCH	31				1.00						
South Dakota	Hanson	county	SCH	55				1.00						
South Dakota	Harding	county	SCH	14				0.86						
South Dakota	Hughes	county	SCH	254				0.98						
South Dakota	Hutchinson	county	SCH	122				0.98						
South Dakota	Hyde	county	SCH	14				1.00						
South Dakota	Jackson	county	SCH	44				0.98						
South Dakota	Jerauld	county	SCH	26				1.00						
South Dakota	Jones	county	SCH	13				0.92						
South Dakota	Kingsbury	county	SCH	69				0.94						
